              x	              y	              z	           time	in	                  A	
             52	           17.5	            7.5	             40	 1	   3.7045961779e-08	
             56	           17.5	            7.5	             40	 1	   8.8917300358e-09	
             60	           17.5	            7.5	             40	 1	   2.0916714781e-09	
             64	           17.5	            7.5	             40	 1	   4.8345786185e-10	
             68	           17.5	            7.5	             40	 1	   1.1002439243e-10	
             72	           17.5	            7.5	             40	 1	   2.4695955024e-11	
             76	           17.5	            7.5	             40	 1	   5.4740922419e-12	
             80	           17.5	            7.5	             40	 1	   1.1979078377e-12	
             84	           17.5	            7.5	             40	 1	   2.5702050637e-13	
             88	           17.5	            7.5	             40	 1	   5.1868791001e-14	
             92	           17.5	            7.5	             40	 1	   0.0000000000e+00	
             96	           17.5	            7.5	             40	 1	   0.0000000000e+00	
            100	           17.5	            7.5	             40	 1	   0.0000000000e+00	
              0	           18.5	            7.5	             40	 1	   0.0000000000e+00	
              4	           18.5	            7.5	             40	 1	   6.7886740821e-03	
              8	           18.5	            7.5	             40	 1	   7.6557883875e-03	
             12	           18.5	            7.5	             40	 1	   4.9236950000e-03	
             16	           18.5	            7.5	             40	 1	   2.3734808476e-03	
             20	           18.5	            7.5	             40	 1	   9.5381370176e-04	
             24	           18.5	            7.5	             40	 1	   3.3770563156e-04	
             28	           18.5	            7.5	             40	 1	   1.0888870340e-04	
             32	           18.5	            7.5	             40	 1	   3.2671690961e-05	
             36	           18.5	            7.5	             40	 1	   9.2595495883e-06	
             40	           18.5	            7.5	             40	 1	   2.5056567973e-06	
             44	           18.5	            7.5	             40	 1	   6.5262449728e-07	
             48	           18.5	            7.5	             40	 1	   1.6462455935e-07	
             52	           18.5	            7.5	             40	 1	   4.0412227637e-08	
             56	           18.5	            7.5	             40	 1	   9.6914607051e-09	
             60	           18.5	            7.5	             40	 1	   2.2775923276e-09	
             64	           18.5	            7.5	             40	 1	   5.2587318071e-10	
             68	           18.5	            7.5	             40	 1	   1.1954243230e-10	
             72	           18.5	            7.5	             40	 1	   2.6800895084e-11	
             76	           18.5	            7.5	             40	 1	   5.9337915714e-12	
             80	           18.5	            7.5	             40	 1	   1.2972602413e-12	
             84	           18.5	            7.5	             40	 1	   2.7840275956e-13	
             88	           18.5	            7.5	             40	 1	   5.6195153316e-14	
             92	           18.5	            7.5	             40	 1	   1.0556441986e-14	
             96	           18.5	            7.5	             40	 1	   0.0000000000e+00	
            100	           18.5	            7.5	             40	 1	   0.0000000000e+00	
              0	           19.5	            7.5	             40	 1	   0.0000000000e+00	
              4	           19.5	            7.5	             40	 1	   6.9791818059e-03	
              8	           19.5	            7.5	             40	 1	   7.9087267300e-03	
             12	           19.5	            7.5	             40	 1	   5.1068447295e-03	
             16	           19.5	            7.5	             40	 1	   2.4700001607e-03	
             20	           19.5	            7.5	             40	 1	   9.9531768913e-04	
             24	           19.5	            7.5	             40	 1	   3.5317358636e-04	
             28	           19.5	            7.5	             40	 1	   1.1407126130e-04	
             32	           19.5	            7.5	             40	 1	   3.4270986941e-05	
             36	           19.5	            7.5	             40	 1	   9.7218647777e-06	
             40	           19.5	            7.5	             40	 1	   2.6324027209e-06	
             44	           19.5	            7.5	             40	 1	   6.8588675408e-07	
             48	           19.5	            7.5	             40	 1	   1.7304050862e-07	
             52	           19.5	            7.5	             40	 1	   4.2476830479e-08	
             56	           19.5	            7.5	             40	 1	   1.0184757756e-08	
             60	           19.5	            7.5	             40	 1	   2.3928065573e-09	
             64	           19.5	            7.5	             40	 1	   5.5225658952e-10	
             68	           19.5	            7.5	             40	 1	   1.2548070923e-10	
             72	           19.5	            7.5	             40	 1	   2.8117473354e-11	
             76	           19.5	            7.5	             40	 1	   6.2218262340e-12	
             80	           19.5	            7.5	             40	 1	   1.3595867259e-12	
             84	           19.5	            7.5	             40	 1	   2.9232956406e-13	
